Username,User Age,User Skin Condition,Recommendation Status,Usage Period,Purchase Point,Product Brand,Product Name,Product Rating,Total Users Rated,User Review
myskinssake, 19 - 24,"Combination, Medium Dark, Warm",myskinssake recommends this product!,6 months - 1 year,Lazada,Make Over,Powerstay Demi-Matte Cover Cushion,4.4,165,"Packaging dari cushion ini sangat ciri khas Make Over, berwarna serba hitam dengan tekstur dove atau matte. Kemasannya tidak bulky, tetapi tidak terlalu compact juga. Cetekan untuk membuka produknya sturdy, di dalamnya terdapat cermin dan sekat pembatas antara aplikator ... "
candri, 19 - 24,"Combination, Medium Dark, Neutral",candri doesn't recommend this product!,Less than 1 week,Whatsapp,Jafra,Royal Boost Matte Control Moisturizer,4.7,3,Sayang bgt aku gak cocok sama moist yg ini. Pas aku pake langsung ada efek panas dan jadi berkeringat gitu. Sehari pake moist ini langsung deh jerawatku muncul dan kulit ku jadi merah2. Aku kira kalau cocok sama facial washnya bakalan cocok juga sama moistnya. Baru tak  ... 
Tariafd, 18 and Under,"Normal, Medium, Neutral",Tariafd recommends this product!,1 week - 1 month,Traditional market,Sukin,Hydrating Mist Toner,3.9,187,"Aku mutusin pake ini karena kulitku kering banget waktu itu. Pas pertama pake memang agak perih karena muka kering parah. T-tapi, baru pake satu minggu muka langsung lembab lagiii. Terus mist toner ini wanginya haruuum bangeet."
mariafebryna, 19 - 24,"Combination, Light, Neutral",mariafebryna recommends this product!,Less than 1 week,FD Try and Review,Pond's,Vitamin Duo Sheet Mask,4.7,13,"Wanginya seger banget!✨ Ditambah campuran bahan alami dan vitamin sesuai kebutuhan kulit wajah, jadi rekomen banget sih buat perawatan kulit wajah! Harganya juga cukup terjangkau, jadi gak bikin kantong boncos😆 Setelah dipake pun bikin kulit lembap dan seger banget~"
debbieserafina15, 25 - 29,"Combination, Light, Cool",debbieserafina15 recommends this product!,6 months - 1 year,Watson,Lady Speed Stick,Fresh Fusion Anti-Perspirant Deodorant,4.4,199,"Sejauh ini deodoran yang paling tahan dan ampuh untuk dipake olahraga, kalau yang lain masih bisa luntur, kalau ini bener"" lock the swear, jadi olahraga tetep pede dan smells good, buat kalian yang punya masalah dengan keringat berlebih di daerah ketiak wajib coba:)"
Anggitiaraaa, 19 - 24,"Combination, Light, Neutral",Anggitiaraaa recommends this product!,Less than 1 week,Shopee,Azarine Cosmetics,Easy White Herbal Moisturizer Serum,4.5,173,"Suka banget banget sama serumnya, awalnya liat reviewan dri orang2 pda bagus2 jd semakin penasaran, pas dicoba Trnyata cocok dimuka aku, mencerahkan wajah aku bgt, teksturnya ringan gampang menyerap di kulit, harganya juga worth it bgt😍❤️"
anandadppl, 25 - 29,"Normal, Medium Light, Neutral",anandadppl recommends this product!,Less than 1 week,Beautyhaulindo,Natur,Renew Skin Hydrating Toner,5,8,"teksturnya tuh gak cair tapi agak kentel. ini tuh bisa menghydrasi kulit dengan baik. terdapat kandungan galactokyces yang efektif untuk mencerahkan kulit, menghaluskan kulit dan menghilangkan blackhead, terdapat kandungan gingseng yang dapat bekerja meningkatkan produk ... "
rann_syah, 18 and Under,"Combination, Medium, Neutral",rann_syah recommends this product!,1 week - 1 month,Gift,Azarine Cosmetics,Anti Acne & Brightening Serum,4.8,197,"sumpah gk ngerti lagi sihh wkwk,ini beneran matuls banget pas di aplikasiiin ke mukaa dalam 3 hari aaja udah ada perubahan dan jerawat ini udah berapa minggu gk ilang-ilang diidung sekarang udah ilang seneng banget mana pas ditetesin ke muka adem dan syeger pokonyaaa😍� ... "
NunungIndra, 25 - 29,"Combination, Medium, Neutral",NunungIndra recommends this product!,Less than 1 week,FD Try and Review,L'Oreal Paris,UV Defender Bright & Clear,4.9,416,"Aku dulu pakai L'Oreal paris Sunscreen yang hijau,terus sekarang aku jadi antusias nyobain L'Oreal paris UV Defender ini. Packagingnya unik , baunya enak , kalem dan tidak menyengat, pas di aplikasiin ke wajah itu teksturnya ringan dan cepat meresap juga tidak meninggal ... "
nblsalsabilla, 19 - 24,"Combination, Medium Light, Warm",nblsalsabilla recommends this product!,More than 1 year,Traditional market,Scarlett,Fragrance Brightening Body Lotion,4.1,564,"varian dan aroma favorit kuuuu setelah varian Fantasia. wangiiiiii bangeeeettt😍😍 kadang pas mau nongkrong trs kelupaan pake parfum ga jadi masalah soalnya wangiiii bgt ini tuh. baunya juga mirip bacarat, pokonya favorit aku ini mah recommended bgddd"
ringvi, 30 - 34,"Combination, Medium, Warm",ringvi recommends this product!,6 months - 1 year,Traditional market,Kelly,Pearl Cream,3.8,197,"akibat review Dr.Richard aku mutusin buat coba, karna sebelumnya ka banyak rumor ga bagus ttg produk ini. dan setelah berbulan bulan pake, ini paling bagus buat ngegantiin foundi, warnanya masuk di skin toon aku yg kuning langsat. tinggal duetin aja sama bedak marcks ta ... "
uyunirrhmh,19 - 24,,uyunirrhmh recommends this product!,Less than 1 week,Sample,L'Oreal Paris,UV Defender Bright & Clear,4.9,415,"Recommended banget menurutku,Ada sensasi menyejukkan begitu awal di apply, apalagi sesudahnya. Berasa banget efek tone up nya. Tapi gak keputihan malah lebih ke cerah dan glowing seketika dari awal pemakaian pertama. Lumayan tahan lama,bantu banget melindungi kulit dari ... "
bebybeb28, 30 - 34,"Combination, Medium Light, Cool",bebybeb28 recommends this product!,More than 1 year,Official Brand Store,Nature Republic,Real Nature Green tea sheet mask,4.5,190,"Biasanya kalo pake ini, redness ku ilang. Apalagi dia ada cooling sensation nya, jadi gak usah masukin ke dalem kulkas juga uda enak ngademin muka 😁 Sayangnya aku gak terlalu suka wanginya, kayak bau mint tapi uda gitu doang. Padahal ngarepnya kan ada wangi khas green  ... "
mariafebryna, 19 - 24,"Combination, Light, Neutral",mariafebryna recommends this product!,Less than 1 week,FD Try and Review,Pond's,Vitamin Duo Sheet Mask,4.1,16,"Wanginya seger banget!✨ Ditambah campuran bahan alami dan vitamin sesuai kebutuhan kulit wajah, jadi rekomen banget sih buat perawatan kulit wajah! Harganya juga cukup terjangkau, jadi gak bikin kantong boncos😆 Setelah dipake pun bikin kulit lembap dan seger banget~"
Maulidyacp, 19 - 24,"Oily, Medium, Warm",Maulidyacp recommends this product!,More than 1 year,Shopee,Some by Mi,Snail Truecica Miracle Repair Serum,4,2567,"cinta mati banget sama serum ini. karena dia ampuh di aku buat ngeredain jerawat. mungkin karena kandungan cicanya ya, sama snail kan dipercaya untuk menyembuhkan luka. untuk bopeng aku ga ngerasain karena aku gapunya, tapi untuk tekstur lumayan sih. btw ini serumnya ag ... "
nblsalsabilla, 19 - 24,"Combination, Medium Light, Warm",nblsalsabilla recommends this product!,More than 1 year,Traditional market,Scarlett,Fragrance Brightening Body Lotion,3.7,151,"varian kedua yg aku coba dan wanginya aku sukaaaaaa bgt, seger kyk habis mandi terus wkwkwk. untuk khasiatnya sama semua kok. dipakenya tiap abis mandi sm pas istirahat kerja. sempet pake yg varian ini terus karna emang enak bgt wanginya, tp balik lagi ke selera masing2 ... "
Khoiriasormin, 19 - 24,"Oily, Medium Light, Neutral",Khoiriasormin recommends this product!,1 week - 1 month,Sample,L'Oreal Paris,UV Defender Bright & Clear,4.9,414,"Pertama kali liat produk ini aku mikir ""wah pasti bagus banget nih sunscreenya karena ada niacinamide nya juga"" dan bener dong bagus banget. Aku suka banget sama sunscreen ini karena kandungannya, lalu ada efek tone up nya, setelah itu ngelindungin wajah aku ban ... "
nblsalsabilla, 19 - 24,"Combination, Medium Light, Warm",nblsalsabilla recommends this product!,6 months - 1 year,Traditional market,Wardah,Lightening Liquid Concealer,4.1,41,"dari segi harga juga affordable 👍🏻 untuk dipake sehari-hari buat ngantor ato keluar sama gebetan oke oke aja. kecil juga praktis dibawa kemana-mana. dipake aga lama juga ga masalah, ga crack juga. tergantung gimana teknik pengaplikasian kita juga 👍🏻"
Thrriska, 25 - 29,"Dry, Medium, Neutral",Thrriska recommends this product!,1 week - 1 month,FD Try and Review,Bioderma,Hydrabio Essence Lotion,4.4,109,"Hats off buat Bioderma Hydra Essence. Skincare yang bener bener bisa bikin kulit jadi lembut dan terhidrasi. Amaze bgt pertama kali apply di wajah, kulit langsung selembut dan se-supple itu! Bioderma ini mengandung active inggre favorit aku, yep Niacinamide. Bagus utk m ... "
sekaramalia, 19 - 24,"Combination, Light, Neutral",sekaramalia recommends this product!,1 week - 1 month,FD Try and Review,Omniskin,Watermelon Glow Waterfull Brightening Serum,4.5,80,Thankyou FDxOmniskin serum nya sukaaak bgtt. tapi di wajah rada sedikit lengket dan yang bikin enak wanginya itu wangi watermelon. Saat pertama kali pemakaian besoknya langsung glowing bangeet wajahnya dan dewy bangeeet. Approved deh untuk dicoba👍
Noviayanti,45 and Above,,Noviayanti recommends this product!,More than 1 year,Alfamart,Citra,Japanese Wakame Hand & Body Gel-Lotion,3.6,284,"sukaaaaaa bangetttttt sama bodylotion ini karna ga lengketttt jadi mudah nyerep dikulit , dan jafdi wangi bangetttt lotionnya jadi kulit aku wangi terus walaupun diarea luar yang terkena sinar matahari"
nurulmardiyah, 19 - 24,"Combination, Medium Light, Warm",nurulmardiyah recommends this product!,1 month - 3 months,Instagram,Pratista,Retinol Renewal Serum,4.9,29,"jadi ini Retinol Serum 
pertama aku yang aku pake dimalam hari sekitar kurang lebih semingguan dan yah! Hasilnya bener"" keliatan banget dikulit wajah aku😉 
bener"" Lebih cerahan, halus dan juga flek"" diwajah lumayan memudar ☺ 
Sesuka itu sama Retinol Serum i ... "
Nuraynihasani, 19 - 24,"Normal, Medium, Neutral",Nuraynihasani recommends this product!,1 week - 1 month,Instagram,N'pure,Cica Face Sheet Mask,5,344,Really love this product baru nemu sheet mask yang essence nya ga terlalu tO much soalnya kan saya tipikel orang yg ga suka sheet mask yg tO much essence terus pas make tuh dingin banget setelah sekali pemakaian keliatan hasilnya lansung glow mukaku
venelarosec, 18 and Under,"Oily, Medium, Neutral",venelarosec recommends this product!,Less than 1 week,Instagram,Azarine Cosmetics,Anti Acne & Brightening Serum,4.8,195,"Actually ini first time aku pake serum dari azarine dan gak nyangka banget bakal sebagus dan se worth it ini, tekstur nya aku suka banget, clearly dan gak lengket sama sekali✨ pokoknya aku seneng dan gak sia"" beli produk dari azarine, thankyou❤"
rindi_antikaa_, 19 - 24,"Combination, Medium, Cool",rindi_antikaa_ recommends this product!,Less than 1 week,Instagram,Whitelab,Brightening Night Cream,4.7,516,"untuk yang punya masalah kulit sensitif seperti ku itu susah banget nyari cream yang bener bener serasi di kulit, hingga akhir nya aku bertemu dengan brightening night cream. dimana ini itu gk menimbulkan iritasi, bahkan membuat kulit menjadi jauh lebih cerah dan lembab ... "
nblsalsabilla, 19 - 24,"Combination, Medium Light, Warm",nblsalsabilla recommends this product!,More than 1 year,Traditional market,Scarlett,Fragrance Brightening Body Lotion,3.8,1404,"beli ini gara-gara di Instagram rameeee bgt. so far so good, tp aku ga terlalu suka yg ini karena wanginya manis bgt dan ga aku bgt 😥. untuk teksturnya oke tp kadang juga aga susah di blend gitu😌 tp recommend kok, di toko2 offline juga banyak yg jual ini"
elsakff1910, 19 - 24,"Oily, Medium, Warm",elsakff1910 recommends this product!,1 month - 3 months,PR Package,Azarine Cosmetics,Hydrasoothe Sunscreen Gel SPF 45+++,4.8,350,"First Impression aku pas buka sunscreen ini tuh wah teksturenya enak ya terus waw cukup wangi jugaa hihi. Bener aja pas sampai kulit ini beneran ringan banget, gampang banget diblendnya gaada whitecast jugaa, kulit terasa dikasih moist gel cream aja gtu ademm juga di ku ... "
nblsalsabilla, 19 - 24,"Combination, Medium Light, Warm",nblsalsabilla recommends this product!,More than 1 year,Traditional market,Scarlett,Fragrance Brightening Body Lotion,4.4,240,"varian ketiga yg aku coba, wanginya kyk buah gitu ga si? gak terlalu suka hehehe tapi not bad lah yahh👍🏻 trus kalo di aku varian yg ini wanginya kok ga terlalu awet ya :((( masih awetan yg aroma Fantasia. dibuat keluar rumah ga terlalu muncul aromanya"
Maulidyacp, 19 - 24,"Oily, Medium, Warm",Maulidyacp recommends this product!,More than 1 year,Traditional market,Pond's,Pure White Pollution D-TOXX,3.5,820,"Facial wash pertama kali kenal skincare. kalo ga salah waktu kelas 6 SD. Pake ini karena liat temen mulai pake sabun muka dan wajahnya cerahan. waktu itu masih mindsetnya pengen putih wkwk, akhirnya ikutan pake. berbekal pake sabun muka doang, tanpa moist sama sunscreen ... "
sekar_aaw, 19 - 24,"Combination, Medium Light, Neutral",sekar_aaw recommends this product!,Less than 1 week,Shopee,Cosrx,Low pH Good Morning Gel Cleanser,4.1,2964,"First time coba produk ini dan punya ekspektasi tinggi sih sejujurnya karna kata org2 sebagus itu. Cuma di aku ada efek ketariknya. Setelah cuci muka pake ini efek langsung keliatan bening&glowing, tp ya itu di aku ttp ada efek ketariknya :( Tp so far good sih, but  ... "
rindi_antikaa_, 19 - 24,"Combination, Medium, Cool",rindi_antikaa_ recommends this product!,Less than 1 week,Instagram,Whitelab,Brightening Day Cream,4.6,400,"dari hari pertama aku pakai brightening day Cream dari whitelab, aku udah beneran jatuh cinta deh sma produk nya, ntah kenapa produk nya work banget di aku. bahkan membuat kulit jadi jauh lebih cerah, lembab, kenyal, dan bernutrisi tentunya. jadi selain mencerahkan, ini ... "
candri, 19 - 24,"Combination, Medium Dark, Neutral",candri recommends this product!,1 month - 3 months,Instagram,Jafra,Mud Mask,4,936,"Paling suka sama baunya yg seger2 gimana gitu. Habis pake masker ini rasanya kulit wajah ku bersih dan lembab. Lumayan ngefek di kulit wajahku yg acne prone. Maskernya ringan, emang gak terlalu cepet bgt bikin jerawat kering tapi suka aja sama masker ini. Walaupun aku p ... "
Noviayanti,45 and Above,,Noviayanti recommends this product!,More than 1 year,Shopee,Lifebuoy,Kasturi Musk Body Wash,3.5,40,"Cocok dikulit,,,, produknya sudah trusted sih,,tapi wanginya kurang suka, mungkin lebih baik wangi2 yang familiar yang biasa2 aja ......................................................................"
mariafebryna, 19 - 24,"Combination, Light, Neutral",mariafebryna recommends this product!,Less than 1 week,FD Try and Review,Pond's,Vitamin Duo Sheet Mask,4,9,"Wanginya seger banget!✨ Ditambah campuran bahan alami dan vitamin sesuai kebutuhan kulit wajah, jadi rekomen banget sih buat perawatan kulit wajah! Harganya juga cukup terjangkau, jadi gak bikin kantong boncos😆 Setelah dipake pun bikin kulit lembap dan seger banget~"
mariafebryna, 19 - 24,"Combination, Light, Neutral",mariafebryna recommends this product!,Less than 1 week,FD Try and Review,Pond's,Vitamin Duo Sheet Mask,4.3,15,"Wanginya seger banget!✨ Ditambah campuran bahan alami dan vitamin sesuai kebutuhan kulit wajah, jadi rekomen banget sih buat perawatan kulit wajah! Harganya juga cukup terjangkau, jadi gak bikin kantong boncos😆 Setelah dipake pun bikin kulit lembap dan seger banget~"
mariafebryna, 19 - 24,"Combination, Light, Neutral",mariafebryna recommends this product!,Less than 1 week,FD Try and Review,Pond's,Vitamin Duo Sheet Mask,4.4,9,"Wanginya seger banget!✨ Ditambah campuran bahan alami dan vitamin sesuai kebutuhan kulit wajah, jadi rekomen banget sih buat perawatan kulit wajah! Harganya juga cukup terjangkau, jadi gak bikin kantong boncos😆 Setelah dipake pun bikin kulit lembap dan seger banget~"
Nopaa, 25 - 29,"Oily, Medium, Neutral",Nopaa recommends this product!,1 month - 3 months,Shopee,Pyunkang Yul,Essence Toner,4.4,1650,"Teskturnya cair dengan sedikit agak kental mirip essence pada umumnya, tapi ketika di apply sebenarnya hasilnya ga langsung lembab2 banget. Tapi ga ngasih efek negatif yg lain jg ke wajah aku, tapi kalau mau nyari toner yg fungsinya hydrating dan kerasa banget, di aku y ... "
Nopaa, 25 - 29,"Oily, Medium, Neutral",Nopaa doesn't recommend this product!,1 month - 3 months,Indomaret,Emina,Sun Protection SPF 30 PA+++,3.6,12231,"Pernah nyoba ini dulu, dan tekturnya lotion gtu tapi ketika di apply agak thick di wajah. Dan kurang cocok untuk wajah oily gw, plus habis di apply kelihatan kusam banget, jadi at least harus dikasih bedak tabur, biar ga kusam banget di wajah.."
Anisaputri22,18 and Under,,Anisaputri22 recommends this product!,Less than 1 week,Sample,L'Oreal Paris,UV Defender Bright & Clear,4.9,413,"Recommended banget sih menurutku dari packaging, teksturnya juga bnr2 bagus bangett 💕❤️ cocok dikulitku yg sensitif, yang aku suka ada kandungan niacinamide dan pas dipake bikin glowing juga cerah tentunya ngelindungin juga dari sinar uv💕"
michellelaurensia02, 25 - 29,"Oily, Medium Light, Neutral",michellelaurensia02 recommends this product!,1 month - 3 months,Tokopedia,Mediheal,Teatree Care Solution Essential Mask EX,4.5,1153,ini masker andalanku klo hbs kluar pake makeup seharian atau klo pas lg ada jrwt2 gt pakein mediheal ini enak pool jd ngredam redness gt trs jg lbh seger aja pas make ini essence klo buat aku kebanyakan jd aku simpen dl di kulkas buat bsk nya di pake lg lmyn lah hemat h ... 
